,,Unnamed: 0,Unnamed: 0.1,Title,Year,Theaters,Country,Genre,Rated,Runtime,Open,Director,Actors,Language,imdbRating,Total Gross,last year_totalgross,genre_gross,count_num
544,556,828,1289,30 Minutes or Less,2011,2888,Germany,Action,Rated,83,2011-08-12,Ruben Fleischer,"['Jesse Eisenberg', ' Danny McBride', ' Aziz Ansari']",English,6.1,37053924.0,10589599184.0,1491832495.0,38
545,557,829,1290,30 Years of Garbage: The Garbage Pail Kids Story,2017,2,USA,Documentary,Unrated,114,2017-08-11,Jeff Zapata,"['Art Spiegelman', ' John Pound', ' Tom Bunk']",English,7.9,26440.0,11216236720.0,50850748.0,42
546,558,831,1292,30-Love,2013,1,Canada,Short,Rated,15,2017-09-29,Richard Stark,"['Ludwig Manukian', ' Jennifer Cooley', ' Chris Akers']",English,9.0,4392.0,11216236720.0,,47
547,559,834,1296,300: Rise of an Empire,2014,3490,USA,Action,Rated,102,2014-03-07,Noam Murro,"['Sullivan Stapleton', ' Eva Green', ' Lena Headey']",English,6.2,106580051.0,10893180888.0,2225063194.0,47
548,560,835,1297,31,2016,538,UK,Horror,Rated,102,2016-08-26,Rob Zombie,"['Sheri Moon Zombie', ' Jeff Daniel Phillips', ' Lawrence Hilton-Jacobs']",English,5.0,779820.0,11149116327.0,374243647.0,44
549,561,836,1298,The 33,2015,2452,Chile,Biography,Rated,127,2015-11-13,Patricia Riggen,"['Antonio Banderas', ' Rodrigo Santoro', ' Juliette Binoche']",English,6.9,12227722.0,10354970864.0,,38
550,562,837,1299,35 and Ticking,2011,6,USA,Comedy,Rated,104,2011-05-20,Russ Parr,"['Tamala Jones', ' Nicole Ari Parker', ' Kevin Hart']",English,5.8,113794.0,10589599184.0,1376087969.0,28
551,563,838,1300,35 Shots of Rum,2008,5,France,Drama,Unrated,100,2009-09-16,Claire Denis,"['Alex Descas', ' Mati Diop', ' Nicole Dogué']",French,7.1,177511.0,9750709587.0,1089198448.0,32
552,564,839,1303,36 Saints,2013,9,USA,Thriller,Rated,81,2013-09-06,Eddy Duran,"['Franky G', ' Jeffrey De Serrano', ' Donna McKechnie']",English,2.7,11640.0,11041914748.0,,51
553,565,840,1304,360,2011,12,UK,Drama,Rated,110,2012-08-03,Fernando Meirelles,"['Lucia Siposová', ' Gabriela Marcinková', ' Johannes Krisch']",English,6.2,100343.0,10187347362.0,1490190858.0,46
554,566,843,1308,4 Days in France,2016,2,France,Comedy,Rated,137,2017-08-04,Jérôme Reybaud,"['Pascal Cervo', ' Arthur Igual', ' Fabienne Babe']",French,6.0,11432.0,11216236720.0,1302997778.0,42
555,567,846,1313,42,2013,3405,USA,Biography,Rated,128,2013-04-12,Brian Helgeland,"['Chadwick Boseman', ' Harrison Ford', ' Nicole Beharie']",English,7.5,95020213.0,11041914748.0,,37
556,568,847,1316,44 Inch Chest,2009,5,UK,Crime,Rated,95,2010-01-15,Malcolm Venville,"['Ray Winstone', ' Ian McShane', ' John Hurt']",English,5.8,39033.0,10639535233.0,,16
557,569,848,1317,45 Years,2015,251,UK,Drama,Rated,91,2015-12-23,Andrew Haigh,"['Charlotte Rampling', ' Tom Courtenay', ' Geraldine James']",English,7.1,4247285.0,10354970864.0,1679582816.0,34
558,570,849,1318,45365,2009,1,USA,Documentary,Rated,90,2010-02-26,Bill Ross IV,['nan'],English,7.4,853.0,10639535233.0,187290939.0,22
559,571,850,1319,47 Meters Down,2017,2471,UK,Adventure,Rated,89,2017-06-16,Johannes Roberts,"['Mandy Moore', ' Claire Holt', ' Chris Johnson']",English,5.7,44307192.0,11216236720.0,4686116125.0,46
560,572,851,1320,47 Ronin,2013,2690,USA,Action,Rated,128,2013-12-25,Carl Rinsch,"['Keanu Reeves', ' Hiroyuki Sanada', ' Ko Shibasaki']",English,6.3,38362475.0,11041914748.0,2219810902.0,27
561,573,853,1324,4:44 Last Day on Earth,2011,3,USA,Drama,Rated,82,2012-03-23,Abel Ferrara,"['Shanyn Leigh', ' Willem Dafoe', ' Tony Redman']",English,4.5,17801.0,10187347362.0,1490190858.0,49
562,574,855,1326,5 Days of War,2011,6,Georgia,Action,Rated,113,2011-08-19,Renny Harlin,"['Rupert Friend', ' Emmanuelle Chriqui', ' Richard Coyle']",English,5.6,17479.0,10589599184.0,1491832495.0,38
563,575,856,1327,5 Flights Up,2014,94,USA,Drama,Rated,88,2015-05-08,Richard Loncraine,"['Diane Keaton', ' Morgan Freeman', ' Cynthia Nixon']",English,6.2,1020921.0,10354970864.0,1679582816.0,45
564,576,857,1328,5 to 7,2014,27,USA,Comedy,Rated,95,2015-04-03,Victor Levin,"['Anton Yelchin', ' Bérénice Marlohe', ' David Remnick']",English,7.1,162685.0,10354970864.0,1272411206.0,45
565,577,859,1330,50 to 1,2014,133,USA,Drama,Rated,110,2014-03-21,Jim Wilson,"['Skeet Ulrich', ' Christian Kane', ' William Devane']",English,6.6,1064454.0,10893180888.0,1338281892.0,47
566,578,861,1332,50/50,2011,2479,USA,Comedy,Rated,100,2011-09-30,Jonathan Levine,"['Joseph Gordon-Levitt', ' Seth Rogen', ' Anna Kendrick']",English,7.7,35014192.0,10589599184.0,1376087969.0,43
567,579,863,1335,52 Tuesdays,2013,0,Australia,Drama,Unrated,114,2015-04-03,Sophie Hyde,"['Tilda Cobham-Hervey', ' Sam Althuizen', ' Imogen Archer']",English,6.3,0.0,10354970864.0,1679582816.0,45
568,580,864,1337,56 Up,2012,33,UK,Documentary,Unrated,144,2013-01-04,Michael Apted,"['Michael Apted', ' Bruce Balden', ' Jacqueline Bassett']",English,7.9,701278.0,11041914748.0,131885122.0,13
569,581,865,1338,The 5th Quarter,2010,123,USA,Biography,Rated,90,2011-03-25,Rick Bieber,"['Andie MacDowell', ' Aidan Quinn', ' Ryan Merriman']",English,5.7,408159.0,10589599184.0,,30
570,582,866,1339,The 5th Wave,2016,2908,USA,Action,Rated,112,2016-01-22,J Blakeson,"['Chloë Grace Moretz', ' Matthew Zuk', ' Gabriela Lopez']",English,5.2,34916787.0,11149116327.0,2953177273.0,26
571,583,868,1341,6 Days,2017,0,UK,Action,Rated,94,2017-08-18,Toa Fraser,"['Jamie Bell', ' Mark Strong', ' Abbie Cornish']",English,6.1,0.0,11216236720.0,2297451379.0,42
572,584,869,1342,6 Month Rule,2011,3,USA,Comedy,Rated,100,2012-06-01,Blayne Weaver,"['Blayne Weaver', ' Martin Starr', ' Natalie Morales']",English,4.9,14057.0,10187347362.0,1490816438.0,29
573,585,870,1343,6 Souls,2010,54,USA,Horror,Rated,112,2013-04-05,Måns Mårlind,"['Julianne Moore', ' Jonathan Rhys Meyers', ' Jeffrey DeMunn']",English,6.1,0.0,11041914748.0,308863451.0,37
574,586,871,1344,6 Years,2015,0,USA,Drama,Unrated,79,2015-08-18,Hannah Fidell,"['Taissa Farmiga', ' Ben Rosenfield', ' Lindsay Burdge']",English,5.6,0.0,10354970864.0,1679582816.0,34
575,587,873,1346,7 Boxes,2012,7,Paraguay,Crime,Rated,105,2014-02-07,Juan Carlos Maneglia,"['Celso Franco', ' Víctor Sosa', ' Lali Gonzalez']",Spanish,7.2,38106.0,10893180888.0,,29
576,588,874,1347,7 Chinese Brothers,2015,8,USA,Comedy,Unrated,76,2015-08-28,Bob Byington,"['Jason Schwartzman', ' Olympia Dukakis', ' Tunde Adebimpe']",English,5.6,28180.0,10354970864.0,1272411206.0,34
577,589,876,1349,7 from Etheria,2017,2,USA,Horror,Rated,95,2017-07-07,Heidi Lee Douglas,"['Elizabeth Debicki', ' Javier Godino', ' David James']",,,2208.0,11216236720.0,479705329.0,28
578,590,877,1350,7 Khoon Maaf,2011,68,India,Drama,Rated,137,2011-02-18,Vishal Bhardwaj,"['Priyanka Chopra', ' Vivaan Shah', ' Manuj Bhaskar']",Hindi,6.2,270207.0,10589599184.0,1687447132.0,23
579,591,878,1351,7 Minutes,2014,0,USA,Crime,Unrated,92,2015-06-26,Jay Martin,"['Luke Mitchell', ' Zane Holtz', ' Jason Ritter']",English,5.0,0.0,10354970864.0,,40
580,592,879,1352,7 Witches,2017,4,USA,Horror,Unrated,75,2017-04-21,Brady Hall,"['Persephone Apostolou', ' Danika Golombek', ' Megan Hensley']",English,3.7,31100.0,11216236720.0,479705329.0,38
581,593,880,1353,'71,2014,121,UK,Action,Rated,99,2015-02-27,Yann Demange,"[""Jack O'Connell"", ' Jack Lowden', ' Paul Popplewell']",English,7.2,1270847.0,10354970864.0,2268082751.0,31
582,594,881,1354,71: Into the Fire,2010,20,South Korea,Action,Rated,120,2010-07-30,John H. Lee,"['Seung-won Cha', ' Sang-Woo Kwon', ' Seung-hyun Choi']",Korean,7.4,176638.0,10639535233.0,2041030428.0,31
583,596,884,1357,8 1/2 women in 9:16,2016,30,Russia,Documentary,Rated,6,2000-05-26,Alexandra Kolesnikova,['nan'],Russian,,424123.0,,,2
584,597,888,1365,88 Minutes,2007,2168,USA,Crime,Rated,108,2008-04-18,Jon Avnet,"['Al Pacino', ' Alicia Witt', ' Leelee Sobieski']",English,5.9,17213467.0,9767268194.0,,34
585,598,889,1366,8: The Mormon Proposition,2010,16,USA,Documentary,Rated,80,2010-06-18,Reed Cowan,"['Spencer Jones', ' Tyler Barrick', ' Dustin Lance Black']",English,7.1,100280.0,10639535233.0,187290939.0,29
586,599,890,1368,9,2009,2060,USA,Animation,Rated,79,2009-09-09,Shane Acker,"['Christopher Plummer', ' Martin Landau', ' John C. Reilly']",English,7.1,31749894.0,9750709587.0,,32
587,600,893,1373,90 Minutes in Heaven,2015,899,USA,Drama,Rated,121,2015-09-11,Michael Polish,"['Hayden Christensen', ' Kate Bosworth', ' Hudson Meek']",English,4.7,4842699.0,10354970864.0,1679582816.0,47
588,601,895,1376,99 Homes,2014,691,USA,Drama,Rated,112,2015-09-25,Ramin Bahrani,"['Michael Shannon', ' Doug Griffin', ' Randy Austin']",English,7.1,1411927.0,10354970864.0,1679582816.0,47
589,602,896,1377,99%: The Occupy Wall Street Collaborative Film,2013,0,USA,Documentary,Rated,97,2013-09-06,Aaron Aites,"['Matt Taibbi', ' Naomi Wolf', ' Boots Riley']",English,6.5,0.0,11041914748.0,131885122.0,51
590,603,897,1378,[Rec] 2,2009,7,Spain,Horror,Rated,85,2010-07-09,Jaume Balagueró,"['Jonathan D. Mellor', ' Óscar Zafra', ' Ariel Casas']",Spanish,6.6,27766.0,10639535233.0,584639025.0,31
591,604,902,1387,Cock and Bull,2016,12,China,Crime,Rated,110,2016-09-16,Baoping Cao,"['Ye Liu', ' Yi Zhang', ' Bowen Duan']",Chinese,6.8,82778.0,11149116327.0,,54
592,605,905,1391,Coco,2009,0,France,Comedy,Rated,95,2017-11-22,Gad Elmaleh,"['Gad Elmaleh', ' Pascale Arbillot', ' Jean Benguigui']",French,3.3,0.0,11216236720.0,1302997778.0,21
593,606,906,1392,Coco Before Chanel,2009,307,France,Biography,Rated,105,2009-09-25,Anne Fontaine,"['Audrey Tautou', ' Benoît Poelvoorde', ' Alessandro Nivola']",French,6.7,6113834.0,9750709587.0,,32
594,607,907,1393,Coco Chanel & Igor Stravinsky,2009,74,France,Drama,Rated,119,2010-06-11,Jan Kounen,"['Mads Mikkelsen', ' Anna Mouglalis', ' Elena Morozova']",French,6.4,1621226.0,10639535233.0,1834327761.0,29
595,608,909,1400,Code Name: The Cleaner,2007,1736,USA,Action,Rated,84,2007-01-05,Les Mayfield,"['Cedric the Entertainer', ' Lucy Liu', ' Nicollette Sheridan']",English,4.5,8135024.0,9190502983.0,1007869230.0,6
596,609,911,1404,Codebreaker,2011,0,UK,Documentary,Unrated,62,2012-10-17,Clare Beavan,"['Ed Stoppard', ' Henry Goodman', ' Paul McGann']",English,7.0,0.0,10187347362.0,82817592.0,44
597,610,914,1407,A Coffee in Berlin,2012,12,Germany,Comedy,Unrated,86,2014-06-13,Jan Ole Gerster,"['Tom Schilling', ' Katharina Schüttler', ' Justus von Dohnányi']",German,7.4,150275.0,10893180888.0,1619719448.0,42
598,611,915,1409,Coherence,2013,7,USA,Mystery,Unrated,89,2014-06-20,James Ward Byrkit,"['Emily Baldoni', ' Maury Sterling', ' Nicholas Brendon']",English,7.2,102617.0,10893180888.0,,42
599,612,916,1410,The Cokeville Miracle,2015,51,USA,Drama,Rated,94,2015-06-05,T.C. Christensen,"['Jasen Wade', ' Sarah Kent', ' Kimball Stinger']",English,5.0,1348456.0,10354970864.0,1679582816.0,40
600,613,917,1412,Cold Comes the Night,2013,21,USA,Crime,Rated,90,2014-01-10,Tze Chun,"['Alice Eve', ' Ursula Parker', ' Logan Marshall-Green']",English,5.7,16971.0,10893180888.0,,32
601,614,919,1416,Cold in July,2014,73,USA,Crime,Rated,109,2014-05-23,Jim Mickle,"['Vinessa Shaw', ' Michael C. Hall', ' Ken Holmes']",English,6.8,427418.0,10893180888.0,,41
602,615,920,1417,The Cold Light of Day,2012,1511,USA,Action,Rated,93,2012-09-07,Mabrouk El Mechri,"['Henry Cavill', ' Verónica Echegui', ' Bruce Willis']",English,4.9,3763583.0,10187347362.0,2117507233.0,43
603,616,922,1419,Cold Souls,2009,52,USA,Comedy,Rated,101,2009-08-07,Sophie Barthes,"['Paul Giamatti', ' Armand Schultz', ' Michael Tucker']",English,6.5,905209.0,9750709587.0,2099450726.0,24
604,617,924,1422,Cold Weather,2010,11,USA,Comedy,Unrated,96,2011-02-04,Aaron Katz,"['Cris Lankenau', ' Trieste Kelly Dunn', ' Raúl Castillo']",English,6.1,141358.0,10589599184.0,1376087969.0,23
605,618,925,1424,Coldwater,2013,0,USA,Drama,Unrated,104,2014-08-15,Vincent Grashaw,"['P.J. Boudousqué', ' James C. Burns', ' Chris Petrovski']",English,6.4,0.0,10893180888.0,1338281892.0,38
606,619,926,1425,Collapse,2009,5,USA,Documentary,Unrated,82,2009-11-06,Chris Smith,['Michael Ruppert'],English,7.8,46964.0,9750709587.0,87432868.0,29
607,620,928,1427,Collateral Beauty,2016,3028,USA,Drama,Rated,97,2016-12-16,David Frankel,"['Will Smith', ' Edward Norton', ' Kate Winslet']",English,6.8,31016021.0,11149116327.0,2060252692.0,26
608,621,930,1429,The Collection,2012,1403,USA,Horror,Rated,82,2012-11-30,Marcus Dunstan,"['Josh Stewart', ' Emma Fitzpatrick', ' Christopher McDonald']",English,6.1,6842058.0,10187347362.0,404326975.0,38
609,622,931,1430,The Collector,2009,1325,USA,Horror,Rated,90,2009-07-31,Marcus Dunstan,"['William Prael', ' Diane Ayala Goldner', ' Juan Fernández']",English,6.4,7712114.0,9750709587.0,293647307.0,26
610,623,932,1431,College,2008,2124,USA,Comedy,Rated,94,2008-08-29,Deb Hagan,"['Drake Bell', ' Andrew Caldwell', ' Andree Moss']",English,4.6,4694636.0,9767268194.0,1427703732.0,34
611,624,933,1432,College Road Trip,2008,2706,USA,Adventure,Rated,83,2008-03-07,Roger Kumble,"['Martin Lawrence', ' Raven-Symoné', ' Kym Whitley']",English,4.3,45610425.0,9767268194.0,2920391521.0,32
612,625,934,1433,Collide,2016,2045,UK,Action,Rated,99,2017-02-24,Eran Creevy,"['Nicholas Hoult', ' Felicity Jones', ' Anthony Hopkins']",English,5.7,2280004.0,11216236720.0,2297451379.0,30
613,626,935,1434,Colliding Dreams,2015,14,USA,Documentary,Rated,134,2016-03-04,Joseph Dorman,['Alan Rosenberg'],English,7.0,78288.0,11149116327.0,65052467.0,42
614,627,937,1436,Colombiana,2011,2614,France,Action,Rated,108,2011-08-26,Olivier Megaton,"['Zoe Saldana', ' Jordi Mollà', ' Lennie James']",English,6.4,36665854.0,10589599184.0,1491832495.0,38
615,628,938,1439,Ars colonia,2011,27,Philippines,Short,Rated,1,2016-04-15,Raya Martin,['nan'],None,5.4,15709.0,11149116327.0,,51
616,629,941,1446,The Color Wheel,2011,3,USA,Comedy,Unrated,83,2012-05-18,Alex Ross Perry,"['Carlen Altman', ' Bob Byington', ' Kate Lyn Sheil']",English,6.7,19001.0,10187347362.0,1490816438.0,34
617,630,942,1448,Colossal,2016,327,Canada,Action,Rated,109,2017-04-07,Nacho Vigalondo,"['Anne Hathaway', ' Jason Sudeikis', ' Austin Stowell']",English,6.2,3029287.0,11216236720.0,2297451379.0,38
618,631,943,1450,Columbus,2017,63,USA,Comedy,Unrated,100,2017-08-04,Kogonada,"['John Cho', ' Haley Lu Richardson', ' Parker Posey']",English,7.6,1004790.0,11216236720.0,1302997778.0,42
619,632,945,1454,Come Back to Me,2014,10,USA,Fantasy,Rated,90,2014-07-25,Paul Leyden,"['Jon Abrahams', ' Andrew Beckham', ' Jeanette Branch']",English,5.9,7744.0,10893180888.0,,28
620,633,947,1457,Come Out and Play,2012,10,Mexico,Horror,Rated,87,2013-03-22,Makinov,"['Vinessa Shaw', ' Ebon Moss-Bachrach', ' Daniel Giménez Cacho']",English,4.7,2638.0,11041914748.0,308863451.0,41
621,634,949,1460,Come What May,2015,6,France,Drama,Rated,114,2016-09-09,Christian Carion,"['August Diehl', ' Olivier Gourmet', ' Mathilde Seigner']",French,6.6,37766.0,11149116327.0,2060252692.0,54
622,635,950,1461,The Comebacks,2007,2812,USA,Comedy,Rated,84,2007-10-19,Tom Brady,"['David Koechner', ' Carl Weathers', ' Melora Hardin']",English,4.2,13349927.0,9190502983.0,1955138318.0,31
623,636,951,1462,The Comedian,2016,848,USA,Comedy,Rated,120,2016-12-09,Taylor Hackford,"['Robert De Niro', ' Leslie Mann', ' Harvey Keitel']",English,5.7,1659002.0,11149116327.0,1321791183.0,26
624,637,953,1464,The Comedians,2015,0,USA,Comedy,Rated,22,1967-10-31,,"['Billy Crystal', ' Josh Gad', ' Stephnie Weir']",English,6.7,0.0,,,2
625,638,955,1466,The Comedy,2012,4,USA,Comedy,Unrated,95,2012-11-09,Rick Alverson,"['Tim Heidecker', ' Eric Wareheim', ' Jeffrey Jensen']",English,6.5,41113.0,10187347362.0,1490816438.0,38
626,639,957,1469,Comet,2014,8,USA,Comedy,Rated,91,2014-12-05,Sam Esmail,"['Justin Long', ' Kayla Servi', ' Eric Winter']",English,6.8,8623.0,10893180888.0,1619719448.0,26
627,640,958,1472,Comic-Con Episode IV: A Fan's Hope,2011,6,USA,Documentary,Rated,88,2012-04-06,Morgan Spurlock,"['Kenneth Branagh', ' Edgar Wright', ' Seth Rogen']",English,7.0,34665.0,10187347362.0,82817592.0,36
628,641,959,1475,Coming Soon,2014,1,Turkey,Comedy,Rated,134,2000-05-12,Cem Yilmaz,"['Cem Yilmaz', ' Tülin Özen', ' Zafer Algöz']",Turkish,7.7,5453.0,,,2
629,642,960,1476,Coming Through the Rye,2015,5,USA,Drama,Rated,97,2016-10-14,James Steven Sadwith,"['Alex Wolff', ' Stefania LaVie Owen', ' Chris Cooper']",English,6.3,18137.0,11149116327.0,2060252692.0,46
630,643,961,1479,Command and Control,2016,6,USA,Documentary,Rated,92,2016-09-14,Robert Kenner,"['Harold Brown', ' Allan Childers', ' Bill Clinton']",English,7.2,57635.0,11149116327.0,65052467.0,54
631,644,962,1483,Commitment,2013,22,South Korea,Action,Unrated,113,2013-12-06,Hong-soo Park,"['Seung-hyun Choi', ' Ye-ri Han', ' Je-mun Yun']",Korean,6.8,76543.0,11041914748.0,2219810902.0,27
632,645,964,1486,The Commune,2016,13,Denmark,Drama,Unrated,111,2017-05-19,Thomas Vinterberg,"['Fares Fares', ' Ulrich Thomsen', ' Trine Dyrholm']",Danish,6.4,38737.0,11216236720.0,1339173437.0,33
633,646,965,1488,The Commuter,2010,0,UK,Short,Rated,8,2018-01-12,Edward McHenry,"['Dev Patel', ' Ed Westwick', ' Pamela Anderson']",English,6.4,0.0,10971586766.0,,7
634,647,966,1489,Compadres,2016,368,Mexico,Action,Rated,101,2016-04-22,Enrique Begné,"['Eric Roberts', ' Kevin Pollak', ' Aislinn Derbez']",English,4.7,3127773.0,11149116327.0,2953177273.0,51
635,648,969,1493,The Company Men,2010,277,UK,Drama,Rated,104,2011-01-21,John Wells,"['Ben Affleck', ' Tommy Lee Jones', ' Chris Cooper']",English,6.8,4441272.0,10589599184.0,1687447132.0,23
636,649,971,1496,The Company You Keep,2012,807,USA,Drama,Rated,125,2013-04-05,Robert Redford,"['Robert Redford', ' Shia LaBeouf', ' Julie Christie']",English,6.4,5133027.0,11041914748.0,1670662348.0,37
637,650,972,1498,Complete Unknown,2016,63,USA,Drama,Rated,91,2016-08-26,Joshua Marston,"['Erin Darke', ' Rachel Weisz', ' Hansel Tan']",English,5.4,187145.0,11149116327.0,2060252692.0,44
638,651,973,1499,Compliance,2012,21,USA,Biography,Rated,90,2012-08-17,Craig Zobel,"['Ann Dowd', ' Matt Servitto', ' Dreama Walker']",English,6.4,319285.0,10187347362.0,,46
639,652,974,1501,Computer Chess,2013,9,USA,Comedy,Unrated,92,2013-07-17,Andrew Bujalski,"['Kriss Schludermann', ' Tom Fletcher', ' Wiley Wiggins']",English,6.3,102041.0,11041914748.0,1050654625.0,32
640,653,975,1504,Conan O'Brien Can't Stop,2011,24,USA,Documentary,Rated,89,2011-06-24,Rodman Flender,"[""Conan O'Brien"", ' Andy Richter', ' Jimmy Vivino']",English,7.0,267965.0,10589599184.0,93825307.0,30
641,654,976,1507,Concerning Violence,2014,2,Sweden,Documentary,Unrated,90,2014-12-05,Göran Olsson,"['Lauryn Hill', ' Kati Outinen', ' Gayatri Chakravorty Spivak']",English,7.4,12680.0,10893180888.0,49307450.0,26
642,655,977,1508,The Concert,2009,21,France,Comedy,Rated,119,2010-07-30,Radu Mihaileanu,"['Aleksey Guskov', ' Dmitriy Nazarov', ' Mélanie Laurent']",French,7.6,657986.0,10639535233.0,1435263724.0,31
643,656,979,1511,Concussion,2015,25,UK,Biography,Rated,123,2013-10-04,Peter Landesman,"['Will Smith', ' Alec Baldwin', ' Albert Brooks']",English,7.1,42606.0,11041914748.0,,34
644,657,980,1512,The Condemned,2007,2310,USA,Action,Rated,113,2007-04-27,Scott Wiper,"['Steve Austin', ' Vinnie Jones', ' Robert Mammone']",English,6.1,7371706.0,9190502983.0,1007869230.0,17
645,658,981,1513,Condorito: La Película,2017,0,Peru,Animation,Rated,83,2018-01-12,Alex Orrelle,"['Omar Chaparro', ' Jessica Cediel', ' Cristián de la Fuente']",Spanish,7.1,0.0,10971586766.0,,7
646,659,982,1516,Confession of a Child of the Century,2012,1,France,Drama,Rated,120,2015-09-25,Sylvie Verheyde,"['Charlotte Gainsbourg', ' Pete Doherty', ' August Diehl']",English,4.2,74.0,10354970864.0,1679582816.0,47
647,660,984,1518,Confessions of a Shopaholic,2009,2534,USA,Comedy,Rated,104,2009-02-13,P.J. Hogan,"['Isla Fisher', ' Hugh Dancy', ' Krysten Ritter']",English,5.9,44277350.0,9750709587.0,2099450726.0,18
648,661,986,1520,Confessionsofa Ex-Doofus-ItchyFooted Mutha,2008,1,USA,Adventure,Rated,99,2009-08-21,Melvin Van Peebles,"['Seth Austin', ' Shelley R. Bonus', ' Paul Krasner']",English,7.5,1013.0,9750709587.0,2689254029.0,24
649,662,990,1524,Confidential Assignment,2017,13,South Korea,Action,Unrated,125,2017-01-27,Sung-hoon Kim,"['Hyun Bin', ' Young-nam Jang', ' Ju-hyuk Kim']",Korean,6.5,475618.0,11216236720.0,2297451379.0,33
650,663,992,1528,The Congress,2013,37,Israel,Animation,Unrated,122,2014-08-29,Ari Folman,"['Robin Wright', ' Harvey Keitel', ' Sami Gayle']",English,6.5,137815.0,10893180888.0,,38
651,664,993,1529,The Congressman,2016,13,USA,Drama,Rated,98,2016-04-29,Jared Martin,"['Treat Williams', ' Elizabeth Marvel', ' Ryan Merriman']",English,6.0,71451.0,11149116327.0,2060252692.0,51
652,665,994,1530,The Conjuring,2013,3115,USA,Horror,Rated,112,2013-07-19,James Wan,"['Vera Farmiga', ' Patrick Wilson', ' Lili Taylor']",English,7.5,137400141.0,11041914748.0,308863451.0,32
653,666,995,1531,The Conjuring 2,2016,3356,Canada,Horror,Rated,134,2016-06-10,James Wan,"['Patrick Wilson', ' Vera Farmiga', ' Madison Wolfe']",English,7.4,102470008.0,11149116327.0,374243647.0,42
654,667,996,1532,Connected,2008,7,China,Action,Rated,110,2011-09-16,Benny Chan,"['Louis Koo', ' Barbie Hsu', ' Nick Cheung']",Cantonese,6.7,46782.0,10589599184.0,1491832495.0,43
